Project,Prompt,Dataset,Article,Confidence,Decision,is_true,ParsedDecision_U2,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,c7b674f4-29e8-4b14-9196-0dbc18297cef,5.0,UK,False,MAYBE_EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,4ef2d442-51b3-4444-9b7c-8853bd9f492b,8.0,TP,True,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,f8fcf55e-0e3e-47f5-8fcf-c25232a2bc41,4.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,6ca5e8fe-67ac-4d1b-b521-f0cf784516e6,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,33293714-96dd-46db-861c-5e712a35d2de,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,edb0d139-61de-46ec-9d72-363a7fb1da40,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,468ce6e9-6362-4c21-9738-5333e01e8008,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,9773446f-599f-49c7-ab97-18e8b414ae72,9.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,a91401d6-2db6-42c0-beba-31b77964d4d4,9.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,e3b5de28-a6cd-441a-adee-64d9851a13c5,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,4a0f32e4-a543-4a0c-8f5a-682936a4d111,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,08b969b8-9c1d-4feb-bbec-dd189b58a59d,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,e34d3c61-125e-499f-8f92-f8f5360cd79e,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,de233339-ec2c-4db2-a400-b88545e52e7e,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,a84a1a9b-8c1a-4c4d-bfe3-f3886fc4a6ee,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,8504b2e7-6332-4aad-aa7d-883dbaabea99,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,d81212a6-802a-425a-ae27-5c56dc10d0f3,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,e71a1988-f5c6-45e4-b890-964f90490ba1,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,5099b5ed-1a9a-4ae1-9d1e-cbd8f32507b2,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,4c410d21-c7f8-4f26-a4bb-341c10fdb752,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,ba0bc94a-e626-41f8-b1de-adff44521ec7,6.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,69d388a0-3867-40b6-b7aa-2e8f452c89cf,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,ddafb88d-059e-4272-bd51-cb571715ea5d,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,a704b4cc-6f65-46c1-b0eb-c7e1da7f2389,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,2eafe004-1062-45c1-8125-bb4db0b9e7ad,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,c79e4686-36ac-4fcc-9775-5b79e6d4c624,6.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,ad012a86-adc3-4953-90ce-267dbed5c826,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,e152f12a-e47e-4834-ad8c-e62106e0112d,7.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,bccfee03-8175-46fd-99e7-067923d87168,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,9b49de7a-0d97-4b8e-8972-36eda22f1f65,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,9b83d73c-061c-42d0-96be-a21d68751033,8.0,TP,True,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,19ff716e-0fbf-4d65-bd12-9f2006b4a1c7,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,724e1020-4411-458d-aa0b-cd5e09721e49,9.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,2d80bfb1-9b66-4327-8e56-f049d9723e17,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,c39db179-ba5f-4944-b461-7575b71b7b68,6.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,85af71e9-7196-4547-9831-c5cac2860472,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,6e8c5e31-4952-41b9-8ade-b4e4e85e6512,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,538fdfc2-5537-4989-8768-10725f9e6704,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,5cdacd0c-3b6a-48ee-bb5c-90d1109d6692,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,ebce6b72-475d-4057-adba-6ded8d50a052,6.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,4e15f1f3-69bf-4685-b997-ef6d0a379817,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,60b1c549-f4eb-4fea-8efd-f6a7be9670a0,10.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,61763493-fcbc-446a-8a60-28635d5aef7c,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,2cd9743b-5b5e-4695-9cb8-236a1da5fe93,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,533e9f25-91d2-407a-8ba8-b28bc67d6fcb,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,c4fe5a42-bc23-4155-852e-0e43d147071d,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,d5fe19e0-e13c-485f-94cc-4e4e270f7925,5.0,UK,False,MAYBE_EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,b8fc5cfa-f638-4d78-aeaf-5eb2b7827d80,4.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,b14c411f-aaf0-424a-a1c7-43bdd2f7ea1f,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,1e7e9a45-1027-4097-a553-96be4824afc3,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,d4ddd79a-6d26-4f2f-909c-e7296028d61f,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,f26b325d-8c8f-4110-acda-74ef1054b7fa,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,52bf203f-8e14-4cd8-a7b3-a4618af1befa,8.0,TP,True,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,eba876fd-117a-47c4-891e-fc7c783bd609,6.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,ddd01ae9-82c6-476e-b8c7-0bc9f0eb8bd6,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,820322ab-ef01-4488-a76f-5b4437a05b4c,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,a19f365a-685e-4071-9ed4-d0ca05687d5e,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,c5fd1345-e754-48d6-bb04-f9b7aa7cd37b,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,57fbb4f3-a64b-492f-90bb-9797ab13af5e,5.0,UK,False,MAYBE_EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,be95f53a-14a6-440f-a3b7-6b9f93ce357c,8.0,TP,True,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,0f0254f1-7a89-4999-b473-f8303ff52bac,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,bfb434ff-1e76-426b-94e9-c38fe9a213b2,6.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,fbc5b7cd-3aba-4e75-b52e-0b16f54a5d1a,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,306b81a5-12f8-4e14-a0ce-2b7d58292000,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,2b152d61-d227-4ae1-a0f1-215c54bbfc9c,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,aedc2003-1170-4575-af72-e880101d9f99,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,5e262553-a4a4-4a79-b3e8-c48874eb0cdb,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,25318cbb-bd90-430c-a236-01d68e9a7e86,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,2389253a-3aaa-4bc4-872f-d9153b0f55cd,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,58df9811-fd4e-46a8-9b90-b5cc15ab93cf,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,19121106-eaf4-4aa3-af6f-e36cec4c049c,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,9bab2a88-b4dc-424a-b634-972de3ac1746,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,1ddaa8e5-691f-422b-bcd8-201144ac4004,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,0705dbcf-90d7-41ea-a857-a9524afbcd07,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,17f60869-1abf-4cdc-ab67-6abb8530bbff,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,062f0b74-c6c1-4e0d-8f05-ee48f89fcb02,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,b3ec2f52-c0a2-47ba-ab60-f3c0cd025d35,6.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,ad86a513-3896-4d95-9876-c0c7de8ddc34,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,004fac83-6fd8-4b86-a9df-eadd38f850df,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,1ccc014e-6a35-48f2-87fb-b965989c00eb,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,33b785f4-15ed-4c2f-9aee-0bf2584dd10b,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,296955f4-2872-4a90-bacb-40b6a612e05c,9.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,f09e875e-43db-4dfd-8663-06f7c152119f,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,3266b79e-8bce-44e3-86d2-421d5f6279cb,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,ec4493a3-9f1b-4738-8cbc-98bd2d337da8,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,c543011c-8909-462d-a73e-68204d4a2e07,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,b8b06941-fc4d-42c3-9f2a-c6187ab6b963,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,890acaca-a1e1-4125-be45-9fd50c45814b,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,17d61309-e6e6-466d-89ae-820ee171c047,8.0,FP,False,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,4699860f-e424-4d62-8ba1-8dff62c7f8a7,7.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,d840131e-e111-4ba3-a560-11f0be550467,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,18adffcd-2b97-445e-a41a-a0d29840a250,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,049c8699-68eb-44be-9359-7577f4bf5123,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,02c9abcc-5bf8-42e1-82a9-01e19421a296,8.0,TP,True,INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,9d5efce5-654d-4f95-b73d-faa35629b404,5.0,UK,False,MAYBE_EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,9d578036-d28a-4b7d-ba47-8da11481fffd,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,8713e636-ef50-42ea-a457-be8556d7b984,5.0,UK,False,MAYBE_INCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,ee9b09a9-057d-4ea9-8186-69b37068f960,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,5dfb3419-5d5a-4bbb-a5d8-6a8893230a5f,6.0,UK,False,MAYBE_EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,ff676942-126b-4b7a-a27e-db036a63303d,8.0,TN,True,EXCLUDE,
Std-U2-Cy-Rn-EXn-INn-A-SH0-EXPn-RQy-SIMPLE-LC-FINAL-GPT-4-TURBO,Std-U2-Cy-SH0-RQy-SIMPLE,LC,5ce83bf4-42fb-43c2-a7f2-b54ce8d960e7,9.0,TP,True,INCLUDE,
