project	key	title	abstract	doi	decision	mode	exclusion_criteria	reviewer_count
RL4SE	Chen2018b	Reinforcement learningendashbased QoS/QoE-aware service function chaining in software-driven 5G slices		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054060336&doi=10.1002\%2fett.3477&partnerID=40&md5=b832b11a85d46c908ca5658dbf093a00	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chen2018c	Reinforcement learningendashbased QoS/QoE?aware service function chaining in software?driven 5G slices		https://doi.org/10.1002/ett.3477	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chen2018d	Reinforcement learning-based QoS/QoE-aware service function chaining in software-driven 5G slices	With the ever-growing diversity of devices and applications that will be connected to 5G networks, flexible and agile service orchestration with acknowledged quality of experience (QoE) that satisfies the end user's functional and quality-of-service (QoS) requirements is necessary. Software-defined networking (SDN) and network function virtualization (NFV) are considered key enabling technologies for 5G core networks. In this regard, this paper proposes a reinforcement learning-based QoS/QoE-aware service function chaining (SFC) scheme in SDN/NFV-enabled 5G slices. First, it implements a lightweight QoS information collector based on the Link Layer Discovery Protocol, which works in a piggyback fashion on the southbound interface of the SDN controller, to enable QoS-awareness. Then, a deep Q-network-based orchestration agent is designed to support SFC in the context of NFV. The agent takes into account the QoE and QoS as key aspects to formulate the reward so that it is expected to maximize QoE while respecting QoS constraints. The experiment results show that the proposed framework exhibits good performance in QoE provisioning and QoS requirements maintenance for SFC in dynamic network environments.	https://dx.doi.org/10.1002/ett.3477	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chen2018e	Towards synthesizing complex programs from input-output examples			Included	new_screen		4
RL4SE	Chen2018f	Human-like longitudinal velocity control based on continuous reinforcement learning		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044201074&doi=10.1061\%2f9780784480915.100&partnerID=40&md5=d58324d107f48b0ab009ebb1e7a67b97	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chen2022d	Resource Allocation with Workload-Time Windows for Cloud-Based Software Services: A Deep Reinforcement Learning Approach	As the workloads and service requests in cloud computing environments change constantly, cloud-based software services need to adaptively allocate resources for ensuring the Quality-of-Service (QoS) while reducing resource costs. However, it is very challenging to achieve adaptive resource allocation for cloud-based software services with complex and variable system states. Most of the existing methods only consider the current condition of workloads, and thus cannot well adapt to real-world cloud environments subject to fluctuating workloads. To address this challenge, we propose a novel Deep Reinforcement learning based resource Allocation method with workload-time Windows (DRAW) for cloud-based software services that considers both the current and future workloads in the resource allocation process. Specifically, an original Deep Q-Network (DQN) based prediction model of management operations is trained based on workload-time windows, which can be used to predict appropriate management operations under different system states. Next, a new feedback-control mechanism is designed to construct the objective resource allocation plan under the current system state through iterative execution of management operations. Extensive simulation results demonstrate that the prediction accuracy of management operations generated by the proposed DRAW method can reach 90.69\%. Moreover, the DRAW can achieve the optimal/near-optimal performance and outperform other classic methods by 3~13\% under different scenarios.	https://dx.doi.org/10.1109/TCC.2022.3169157	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chen2022e	Study on numerical simulation of complex wave based on deep reinforcement learning method			Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chen2022f	Resource Allocation for Cloud-Based Software Services Using Prediction-Enabled Feedback Control With Reinforcement Learning	With time-varying workloads and service requests, cloud-based software services necessitate adaptive resource allocation for guaranteeing Quality-of-Service (QoS) and reducing resource costs. However, due to the ever-changing system states, resource allocation for cloud-based software services faces huge challenges in dynamics and complexity. The traditional approaches mostly rely on expert knowledge or numerous iterations, which might lead to weak adaptiveness and extra costs. Moreover, existing RL-based methods target the environment with the fixed workload, and thus they are unable to effectively fit in the real-world scenarios with variable workloads. To address these important challenges, we propose a Prediction-enabled feedback Control with Reinforcement learning based resource Allocation (PCRA) method. First, a novel Q-value prediction model is designed to predict the values of management operations (by Q-values) at different system states. The model uses multiple prediction learners for making accurate Q-value prediction by integrating the Q-learning algorithm. Next, the objective resource allocation plans can be found by using a new feedback-control based decision-making algorithm. Using the RUBiS benchmark, simulation results demonstrate that the PCRA chooses the management operations of resource allocation with 93.7 percent correctness. Moreover, the PCRA achieves optimal/near-optimal performance, and it outperforms the classic ML-based and rule-based methods by 5$\sim$?7\% and 10$\sim$?13\%, respectively.	https://dx.doi.org/10.1109/TCC.2020.2992537	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chen2018g	DQN-Based Power Control for IoT Transmission against Jamming	Internet of Things (IoTs) have to address jammers, with goal to interrupt the communication of the energy- constrained IoT devices and sometimes even cause denial-of-service attacks. In this paper, we propose a deep reinforcement learning based power control scheme for IoT devices to improve the transmission efficiency and save energy. This scheme depends on the current IoT transmission status and the jamming strength and applies deep Q-network (DQN) to determine the transmit power without being aware of the IoT topology and the jamming model. This scheme is implemented on the universal software radio peripherals for the anti- jamming communication performance evaluation. Experimental results show that this scheme improves the signal-to-interference-plus-noise of the IoT signals compared with the benchmark Q-learning based power control scheme against jamming.	https://dx.doi.org/10.1109/VTCSpring.2018.8417695	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chen2007	Genetic network programming with sarsa learning and its application to creating stock trading rules		https://www.scopus.com/inward/record.uri?eid=2-s2.0-55749086694&doi=10.1109\%2fCEC.2007.4424475&partnerID=40&md5=4c30d9a4fb58ed219a3a53bb50f142ab	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chen2007a	Trading rules on stock markets using genetic network programming with sarsa learning		https://www.scopus.com/inward/record.uri?eid=2-s2.0-34548070518&doi=10.1145\%2f1276958.1277232&partnerID=40&md5=98b21b20f0b081312b620ba7ed484eaa	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chen2008	Real Time Updating Genetic Network Programming for adapting to the change of stock prices		https://www.scopus.com/inward/record.uri?eid=2-s2.0-55749084369&doi=10.1109\%2fCEC.2008.4630824&partnerID=40&md5=8488425567a922dcc588bdef450ffffd	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chen2020c	Program Synthesis Using Deduction-Guided Reinforcement Learning		https://doi.org/10.1007/978-3-030-53291-8_30	Included	new_screen		4
RL4SE	Chen2021h	Demand and Capacity Balancing Technology Based on Multi-agent Reinforcement Learning	To effectively solve Demand and Capacity Balancing (DCB) in large-scale and high-density scenarios through the Ground Delay Program (GDP) in the pre-tactical stage, a sequential decision-making framework based on a time window is proposed. On this basis, the problem is transformed into Markov Decision Process (MDP) based on local observation, and then Multi-Agent Reinforcement Learning (MARL) method is adopted. Each flight is regarded as an independent agent to decide whether to implement GDP according to its local state observation. By designing the reward function in multiple combinations, a Mixed Competition and Cooperation (MCC) mode considering fairness is formed among agents. To improve the efficiency of MARL, we use the double Q-Learning Network (DQN), experience replay technology, adaptive ?-greedy strategy and Decentralized Training with Decentralized Execution (DTDE) framework. The experimental results show that the training process of the MARL method is convergent, efficient and stable. Compared with the Computer-Assisted Slot Allocation (CASA) method used in the actual operation, the number of flight delays and the average delay time is reduced by 33.7\% and 36.7\% respectively.	https://dx.doi.org/10.1109/DASC52595.2021.9594343	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chen2022g	Smart scheduler: an adaptive NVM-aware thread scheduling approach on NUMA systems	NVM provides large memory capacity, long-term data durability, and high memory bandwidth for multi-thread applications on cloud servers. Nowadays, cloud servers often employ NUMA architecture, where the thread scheduling mechanism plays a vital role in overall system performance because of the NUMA property. However, with the increase in server resources' diversity, i.e., hybrid memory systems using DRAM and NVM on NUMA nodes, the exploration space for thread scheduling is expanding rapidly. Unfortunately, the existing thread schedulers, including rule-based algorithms and scheduling domain methods, cannot provide ideal scheduling solutions in such complicated cases. And, those thread schedulers neglect customized heterogeneous memory structures, thus degrading overall system performance. Fortunately, reinforcement learning can choose actions with maximum rewards values in a specific environment, leading the scheduler towards an optimal solution. In this paper, we propose a thread scheduling approach, i.e., Smart Scheduler, by leveraging a reinforcement learning method. Smart Scheduler takes OS event information as input, extends LinUCB to explore the scheduling space, and guides thread-level scheduling. We evaluate Smart Scheduler on the off-the-shelf server equipped with NVM. The experimental results show that the proposed Smart Scheduler can converge faster (usually within 20 actions) than rule-based algorithms and scheduling domain methods and reduce program execution time by up to 59.9\%. It also outperforms rule-based algorithms and scheduling domain methods by 4.1\% and 19.1\% in quality of service latency.	https://dx.doi.org/10.1007/s42514-022-00110-2	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chen2017	Lifelong Reinforcement Learning		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85141899245&doi=10.1007\%2f978-3-031-01575-5_6&partnerID=40&md5=90bb7f41a27f27278b6a4aeb9499a67c	Excluded	new_screen	E5: Other not a paper,E5: Other not a paper	4
RL4SE	Cheng2019	Traffic Distribution Algorithm Based on Multi-Agent Reinforcement Learning		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084285103&doi=10.13190\%2fj.jbupt.2019-140&partnerID=40&md5=0420e3d67092ad333a7bfb974801ec98	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Cherubini2010	Policy gradient learning for quadruped soccer robots		https://doi.org/10.1016/j.robot.2010.03.008	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chetty2020	Virtual Network Function Embedding under Nodal Outage using Reinforcement Learning	With the emergence of various types of applications such as delay-sensitive applications, future communication networks are expected to be increasingly complex and dynamic. Network Function Virtualization (NFV) provides the necessary support towards efficient management of such complex networks, by disintegrating the dependency on the hardware devices via virtualizing the network functions and placing them on shared data centres. However, one of the main challenges of the NFV paradigm is the resource allocation problem which is known as NFV-Resource Allocation (NFV-RA). NFV-RA is a method of deploying software-based network functions on the substrate nodes, subject to the constraints imposed by the underlying infrastructure and the agreed Service Level Agreement (SLA). This work investigates the potential of Reinforcement Learning (RL) as a fast yet accurate means (as compared to integer linear programming) for deploying the softwarized network functions onto substrate networks under several Quality of Service (QoS) constraints. In addition to the regular resource constraints and latency constraints, we introduced the concept of a complete outage of certain nodes in the network. This outage can be either due to a disaster or unavailability of network topology information due to proprietary and ownership issues. We have analyzed the network performance on different network topologies, different capacities of the nodes and the links, and different degrees of the nodal outage. The computational time escalated with the increase in the network density to achieve the optimal solutions; this is because Q-Learning is an iterative process which results in a slow exploration. Our results also show that for certain topologies and a certain combination of resources, we can achieve between 7090\% service acceptance rate even with a 40\% nodal outage.	https://dx.doi.org/10.1109/ANTS50601.2020.9342803	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chien2020	Q-learning based collaborative cache allocation in mobile edge computing		https://doi.org/10.1016/j.future.2019.08.032	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chinchali2018	Cellular Network Traffic Scheduling with Deep Reinforcement Learning	"Modern mobile networks are facing unprecedented growth in demand due to a new class of traffic from Internet of Things (IoT) devices such as smart wearables and autonomous cars. Future networks must schedule delay-tolerant software updates, data backup, and other transfers from IoT devices while maintaining strict service guarantees for conventional real-time applications such as voice-calling and video. This problem is extremely challenging because conventional traffic is highly dynamic across space and time, so its performance is significantly impacted if all IoT traffic is scheduled immediately when it originates. In this paper, we present a reinforcement learning (RL) based scheduler that can dynamically adapt to traffic variation, and to various reward functions set by network operators, to optimally schedule IoT traffic. Using 4 weeks of real network data from downtown Melbourne, Australia spanning diverse traffic patterns, we demonstrate that our RI. scheduler can enable mobile networks to carry 14.7\% more data with minimal impact on existing traffic, and outperforms heuristic schedulers by more than 2x Our work is a valuable step towards designing autonomous, ""self-driving"" networks that learn to manage themselves from past data."		Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chishti2018	Self-Driving Cars Using CNN and Q-Learning	DrivingMatter is an experiment carried out to understand the deeper side of an autonomous car. In 1900s, idea was to drive car on Moon from Earth. This was initial motivation which grew from there and now expanding to complex system of roads in the real world. A book-sized Raspberry Pi based autonomous car is built to carry out the experiment on hardware. Software side was accomplished by developing a Python based library for controlling and communicating with car over a network or locally within the car. For environment learning two methodologies are practiced; Supervised learning: Drove the car on an environment/road and collected 3, 000+ data-points. Based on this a CNN model was trained which achieved 73 \% test 89 \% train accuracy. Reinforcement learning: Car is trained for three different road signs; Stop, No left, and Traffic light using DQN with existing CNN model. These road signs are detected in the environment using OpenCV cascade classifiers.	https://dx.doi.org/10.1109/INMIC.2018.8595684	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Choe2007	Autonomous learning of the semantics of internal sensory states based on motor exploration		https://www.scopus.com/inward/record.uri?eid=2-s2.0-34447330416&doi=10.1142\%2fS0219843607001102&partnerID=40&md5=aaecb5e87678e124e3e348119fcd0ce3	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Choi2020	Reinforcement Learning for Safety-Critical Control under Model Uncertainty, using Control Lyapunov Functions and Control Barrier Functions	In this paper, the issue of model uncertainty in safety-critical control is addressed with a data-driven approach. For this purpose, we utilize the structure of an input-ouput linearization controller based on a nominal model along with a Control Barrier Function and Control Lyapunov Function based Quadratic Program (CBF-CLF-QP). Specifically, we propose a novel reinforcement learning framework which learns the model uncertainty present in the CBF and CLF constraints, as well as other control-affine dynamic constraints in the quadratic program. The trained policy is combined with the nominal model based CBF-CLF-QP, resulting in the Reinforcement Learning-based CBF-CLF-QP (RL-CBF-CLF-QP), which addresses the problem of model uncertainty in the safety constraints. The performance of the proposed method is validated by testing it on an underactuated nonlinear bipedal robot walking on randomly spaced stepping stones with one step preview, obtaining stable and safe walking under model uncertainty.		Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chouaki2022	Implementing reinforcement learning for on-demand vehicle rebalancing in MATSim		https://doi.org/10.1016/j.procs.2022.03.020	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Choy2006	Neural Networks for Continuous Online Learning and Control	This paper proposes a new hybrid neural network (NN) model that employs a multistage online learning process to solve the distributed control problem with an infinite horizon. Various techniques such as reinforcement learning and evolutionary algorithm are used to design the multistage online learning process. For this paper, the infinite horizon distributed control problem is implemented in the form of real-time distributed traffic signal control for intersections in a large-scale traffic network. The hybrid neural network model is used to design each of the local traffic signal controllers at the respective intersections. As the state of the traffic network changes due to random fluctuation of traffic volumes, the NN-based local controllers will need to adapt to the changing dynamics in order to provide effective traffic signal control and to prevent the traffic network from becoming overcongested. Such a problem is especially challenging if the local controllers are used for an infinite horizon problem where online learning has to take place continuously once the controllers are implemented into the traffic network. A comprehensive simulation model of a section of the Central Business District (CBD) of Singapore has been developed using PARAMICS microscopic simulation program. As the complexity of the simulation increases, results show that the hybrid NN model provides significant improvement in traffic conditions when evaluated against an existing traffic signal control algorithm as well as a new, continuously updated simultaneous perturbation stochastic approximation-based neural network (SPSA-NN). Using the hybrid NN model, the total mean delay of each vehicle has been reduced by 78\% and the total mean stoppage time of each vehicle has been reduced by 84\% compared to the existing traffic signal control algorithm. This shows the efficacy of the hybrid NN model in solving large-scale traffic signal control problem in a distributed manner. Also, it indicates the possibility of using the hybrid NN model for other applications that are similar in nature as the infinite horizon distributed control problem	https://www.ncbi.nlm.nih.gov/pubmed/17131665	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Christensen2020	Demand Response through Price-setting Multi-agent Reinforcement Learning		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097564993&doi=10.1145\%2f3427773.3427862&partnerID=40&md5=859c18585aa6799a3712f883f81f96cc	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chung2022	Fast DNN-based Mechatronics Prototyping Platform on Robotic Arm Control	In industrial applications, a robotic controller re-quires a low-latency computation process for real-time con-straints. In the meantime, more controllers are designed with DNN-based reinforcement learning, which needs increasing computation power. In this demo, we developed a fast prototyping infrastructure in AI -based mechatronics. Our software/hardware co-optimization incorporates a cyber-physical system (CPS), a host computer, and a DNN-based accelerator on an FPGA. The holistic accelerator is built upon the ESP SoC (System-on-Chip) platform with the high-level synthesis (HLS) technique and an improved interface. Our demonstration on an intelligent robotic arm showcases 101 times speedup over a CPU-based software implementation.	https://dx.doi.org/10.1109/AICAS54282.2022.9869932	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Chuyen2021	Reinforcement learning-based method for autonomous navigation of mobile robots in unknown environments: An experimental demonstration		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120080704&doi=10.1504\%2fijamechs.2021.119117&partnerID=40&md5=3c9a5f7f4797ef24ec38c694eccdeed7	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Clark2020	Language Support for Multi Agent Reinforcement Learning		https://doi.org/10.1145/3385032.3385041	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Coelho2009	How much management is management enough? Providing monitoring processes with online adaptation and learning capability	Recent investigations of management traffic patterns in production networks suggest that just a small and static set of management data tends to be used, the flow of management data is relatively constant, and the operations in use for manager-agent communication are reduced to a few, sometimes obsolete set. This is an indication of lack of progress of monitoring processes, taking into account their strategic role and potential, for example, to anticipate and prevent faults, performance bottlenecks, and security problems. One of the main reasons for such limitation relies on the fact that operators, who still are a fundamental element of the monitoring control loop, can no longer handle the rapidly increasing size and heterogeneity of both hardware and software components that comprise modern networked computing systems. This form of human-in-the-loop management certainly hampers timely adaptation of monitoring processes. To tackle this issue, this paper presents a model, inspired by the reinforcement learning theory, for adaptive network, service and application monitoring. The model is instantiated through a prototypical implementation of an autonomic element, which, based on historical and even unexpected values retrieved for management objects, dynamically widens or restricts the set of management objects to be monitored.	https://dx.doi.org/10.1109/INM.2009.5188826	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Cohen2022	A Reinforcement-Learning Style Algorithm for Black Box Automata	The analysis of hardware and software systems is often applied to a model of a system rather than to the system itself. Obtaining a faithful model for a system may sometimes be a complex task. For learning the regular (finite automata) structure of a black box system, Angluin's $L^{*}$ algorithm and its successors employ membership and equivalence queries. The regular positive-negative inference (RPNI) family of algorithms use a less powerful capability of collecting observations for learning, with no control on selecting the inputs. We suggest and study here an alternative approach for learning, which is based on calculating utility values, obtained as a discounted sum of rewards, in the style of reinforcement learning. The utility values are used to classify the observed input prefixes into different states, and then to construct the learned automaton structure. We show cases where this classification is not enough to separate the prefixes, and subsequently remedy the situation by exploring deeper than the current prefix: checking the consistency between descendants of the current prefix that are reached with the same sequence of inputs. We show the connection of this algorithm with the RPNI algorithm and compare between these two approaches experimentally.	https://dx.doi.org/10.1109/MEMOCODE57689.2022.9954382	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Collander2021	Learning the Next Best View for 3D Point Clouds via Topological Features	In this paper, we introduce a reinforcement learning approach utilizing a novel topology-based information gain metric for directing the next best view of a noisy 3D sensor. The metric combines the disjoint sections of an observed surface to focus on high-detail features such as holes and concave sections. Experimental results show that our approach can aid in establishing the placement of a robotic sensor to optimize the information provided by its streaming point cloud data. Furthermore, a labeled dataset of 3D objects, a CAD design for a custom robotic manipulator, and software for the transformation, union, and registration of point clouds has been publicly released to the research community.	https://dx.doi.org/10.1109/ICRA48506.2021.9561389	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Collins2014	Applying reinforcement learning to an insurgency Agent-based Simulation		https://www.scopus.com/inward/record.uri?eid=2-s2.0-84928108114&doi=10.1177\%2f1548512913501728&partnerID=40&md5=a288035ca31e62b5d252638e56535fbf	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Collins2008	Reinforcement learning for live musical agents			Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Colucci2021	MLComp: A Methodology for Machine Learning-based Performance Estimation and Adaptive Selection of Pareto-Optimal Compiler Optimization Sequences	Embedded systems have proliferated in various consumer and industrial applications with the evolution of Cyber-Physical Systems and the Internet of Things. These systems are subjected to stringent constraints so that embedded software must be optimized for multiple objectives simultaneously, namely reduced energy consumption, execution time, and code size. Compilers offer optimization phases to improve these metrics. However, proper selection and ordering of them depends on multiple factors and typically requires expert knowledge. State-of-the-art optimizers facilitate different platforms and applications case by case, and they are limited by optimizing one metric at a time, as well as requiring a time-consuming adaptation for different targets through dynamic profiling. To address these problems, we propose the novel MLComp methodology, in which optimization phases are sequenced by a Reinforcement Learning-based policy. Training of the policy is supported by Machine Learning-based analytical models for quick performance estimation, thereby drastically reducing the time spent for dynamic profiling. In our framework, different Machine Learning models are automatically tested to choose the best-fitting one. The trained Performance Estimator model is leveraged to efficiently devise Reinforcement Learning-based multi-objective policies for creating quasi-optimal phase sequences. Compared to state-of-the-art estimation models, our Performance Estimator model achieves lower relative error (< 2\%) with up to 50 $\times$ faster training time over multiple platforms and application domains. Our Phase Selection Policy improves execution time and energy consumption of a given code by up to 12\% and 6\%, respectively. The Performance Estimator and the Phase Selection Policy can be trained efficiently for any target platform and application domain.	https://dx.doi.org/10.23919/DATE51398.2021.9474158	Included	conflict_resolution		4
RL4SE	Compton2022	Deep Reinforcement Learning for Active Structure Stabilization		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135086875&doi=10.1007\%2f978-3-031-04122-8_2&partnerID=40&md5=3e89929b1b9a631250fdeee0f54488b7	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Cone2021	Distributed and adaptive multi-uas behaviors to support nuclear response			Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Confido2022	Reinforcing Penetration Testing Using AI	In a space mission operations context, assets of very high value are operated by several data systems. The security and resilience of these data systems has become a primary concern, due to the increasing ubiquity of the internet and mutability of the threat landscape. Penetration testing is a well established method to identify system security weaknesses, however, is typically high-cost and effort-intensive. The European Space Agency has developed a prototype automated penetration testing framework, called PenBox. Given the volume of parameters and possibilities for the PenBox automated test execution sequence, applied Machine Learning theory presents an interesting opportunity for enhancement. This paper presents the approach and results obtained towards research on the integration of Artificial Intelligence (AI) techniques, in particular Reinforcement Learning (RL), to PenBox. The adopted approach to frame this case study involves the Q-learning paradigm that seeks to learn a policy that maximizes the total reward, according to the quality associated with the certain action to take; the reward itself is the pivotal element that shapes the intelligent agent's behaviour through the trial-and-error theory, without any human interaction. To build this representative space, an existing network simulator was used and further adopted to improve representativeness and alignment with possible PenBox actions. In this paper, we highlight how Deep Q-Learning ensures a certain level of randomization, thus providing the basis for future evolution of the developed AI model to suit the real-world autonomous penetration testing software, with the aim of optimizing the process in terms of performance and cost effectiveness, and enabling an innovative autonomous capability for optimal attack path definitions without human in the loop.	https://dx.doi.org/10.1109/AERO53065.2022.9843459	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Constantinescu2021	Efficiency and productivity for decision making on low-power heterogeneous CPU plus GPU SoCs	Markov decision processes provide a formal framework for a computer to make decisions autonomously and intelligently when the effects of its actions are not deterministic. This formalism has had tremendous success in many disciplines; however, its implementation on platforms with scarce computing capabilities and power, as it happens in robotics or autonomous driving, is still limited. To solve this computationally complex problem efficiently under these constraints, high-performance accelerator hardware and parallelized software come to the rescue. In particular, in this work, we evaluate off-line-tuned static and dynamic versus adaptive heterogeneous scheduling strategies for executing value iteration-a core procedure in many decision-making methods, such as reinforcement learning and task planning-on a low-power heterogeneous CPU+GPU SoC that only uses 10-15 W. Our experimental results show that by using CPU+GPU heterogeneous strategies, the computation time and energy required are considerably reduced. They can be up to 54\% (61\%) faster and 57\% (65\%) more energy-efficient with respect to multicore-TBB-(or GPU-only-OpenCL-) implementation. Additionally, we also explore the impact of increasing the abstraction level of the programming model to ease the programming effort. To that end, we compare the TBB+OpenCL vs. the TBB+oneAPI implementations of our heterogeneous schedulers, observing that oneAPI versions result in up to 5x less programming effort and only incur in 3-8\% of overhead if the scheduling strategy is selected carefully.	https://dx.doi.org/10.1007/s11227-020-03257-3	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Constantinescu2021a	Efficiency and productivity for decision making on low-power heterogeneous CPU+GPU SoCs		https://doi.org/10.1007/s11227-020-03257-3	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Corcoran2021	Reinforcement Learning for Automated Energy Efficient Mobile Network Performance Tuning	Modern mobile networks are increasingly complex from a resource management perspective, with diverse combinations of software, infrastructure elements and services that need to be configured and tuned for correct and efficient operation. It is well accepted in the communications community that appropriately dimensioned, efficient and reliable configurations of systems like 5G or indeed its predecessor 4G is a massive technical challenge. One promising avenue is the application of machine learning methods to apply a data-driven and continuous learning approach to automated system performance tuning. We demonstrate the effectiveness of policy-gradient reinforcement learning as a way to learn and apply complex interleaving patterns of radio resource block usage in 4G and 5G, in order to automate the reduction of cell edge interference. We show that our method can increase overall spectral efficiency up to 25\% and increase the overall system energy efficiency up to 50\% in very challenging scenarios by learning how to do more with less system resources. We also introduce a flexible phased and continuous learning approach that can be used to train a bootstrap model in a simulated environment after which the model is transferred to a live system for continuous contextual learning.	https://dx.doi.org/10.23919/CNSM52442.2021.9615550	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
RL4SE	Correa-Jullian2020	Operation scheduling in a solar thermal system: A reinforcement learning-based framework	Reinforcement learning (RL) provides an alternative method for designing condition-based decision making in engineering systems. In this study, a simple and flexible RL tabular Q-learning framework is employed to identify the optimal operation schedules for a solar hot water system according to action-reward feedback. The system is simulated in TRNSYS software. Three energy sources must supply a building's hot-water demand: low-cost heat from solar thermal collectors and a heat-recovery chiller, coupled to a conventional heat pump. Key performance indicators are used as rewards for balancing the system's performance with regard to energy efficiency, heat-load delivery, and operational costs. A sensitivity analysis is performed for different reward functions and meteorological conditions. Optimal schedules are obtained for selected scenarios in January, April, July, and October, according to the dynamic conditions of the system. The results indicate that when solar radiation is widely available (October through April), the nominal operation schedule frequently yields the highest performance. However, the obtained schedule differs when the solar radiation is reduced, for instance, in July. On average, with prioritization of the efficient use of both low-cost energy sources, the performance in July can be on average 21\% higher than under nominal schedule-based operation.	https://dx.doi.org/10.1016/j.apenergy.2020.114943	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	4
