project	key	title	abstract	doi	decision	mode	exclusion_criteria	reviewer_count
RL4SE	Angles2021	Improving the Teaching-Learning Process in Engineering Through a Game-Based Web Support System: Edutrivias	"In this article, the authors propose the use of trivia games as a tool to support the teaching-learning process in engineering, and present results of the use of trivia games in the Chilean university context. Specifically, we describe a web system called Edutrivias (https://edutrivias.cl) which allows the interaction between teacher and engineering students through game-based learning. Edutrivias allows teachers to create trivia games that can be played by students, as many times as they want, within determined goals and a period of time defined by the teacher. Every time a student plays a trivia, he/she receives information regarding his/her level of progress. At the same time, the teacher can verify the participation of the students, as well as the level of the group and individual advancement. From a pedagogical point of view, teachers deliver knowledge through the trivia games, while the students ""play"" trivia games to acquire, increase and apply their knowledge through an intermittent reinforcement learning program. The main goals of this article are: (1) to present the foundations of the use of game-based learning in the competence development of engineering students, (2) to describe the main components and functionalities of Edutrivias, and (3) to present the results of an exploratory case study of Edutrivias with information of Chilean students of an engineering school at the University of Talca."	https://dx.doi.org/10.1007/978-3-030-68198-2_45	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E1: Does not define or use a RL method,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Aoki2020	Cooperative Perception with Deep Reinforcement Learning for Connected Vehicles	Sensor-based perception on vehicles are becoming prevalent and important to enhance road safety. Autonomous driving systems use cameras, LiDAR and radar to detect surrounding objects, while human-driven vehicles use them to assist the driver. However, the environmental perception by individual vehicles has the limitations on coverage and/or detection accuracy. For example, a vehicle cannot detect objects occluded by other moving/static obstacles. In this paper, we present a cooperative perception scheme with deep reinforcement learning to enhance the detection accuracy for the surrounding objects. By using deep reinforcement learning to select the data to transmit, our scheme mitigates the network load in vehicular networks and enhances the communication reliability. To design, test and verify the practical and resource-efficient cooperative perception framework, we develop a Cooperative & Intelligent Vehicle Simulation (CIVS) Platform where we integrate three software components: a traffic simulator, a vehicle simulator, and an object classifier. The simulation platform constitutes a unified framework to evaluate a traffic model, vehicle model, communication model, and object classification model. Simulation results show that our scheme decreases packet loss and thereby increases the detection accuracy by up to 12\%, compared to the baseline protocol.	https://dx.doi.org/10.1109/IV47402.2020.9304570	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Araiza-Illan2016	Intelligent Agent-Based Stimulation for Testing Robotic Software in Human-Robot Interactions		https://doi.org/10.1145/3022099.3022101	Included	conflict_resolution		6
RL4SE	Araujo2020	URNAI: A Multi-Game Toolkit for Experimenting Deep Reinforcement Learning Algorithms	In the last decade, several game environments have been popularized as testbeds for experimenting reinforcement learning algorithms, an area of research that has shown great potential for artificial intelligence based solutions. These game environments range from the simplest ones like CartPole to the most complex ones such as StarCraft II. However, in order to experiment an algorithm in each of these environments, researchers need to prepare all the settings for each one, a task that is very time consuming since it entails integrating the game environment to their software and treating the game environment variables. So, this paper introduces URNAI, a new multi-game toolkit that enables researchers to easily experiment with deep reinforcement learning algorithms in several game environments. To do this, URNAI implements layers that integrate existing reinforcement learning libraries and existing game environments, simplifying the setup and management of several reinforcement learning components, such as algorithms, state spaces, action spaces, reward functions, and so on. Moreover, URNAI provides a framework prepared for GPU supercomputing, which allows much faster experiment cycles. The first toolkit results are very promising.	https://dx.doi.org/10.1109/SBGames51465.2020.00032	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E1: Does not define or use a RL method	6
RL4SE	Araujo1998	Connectionist reinforcement learning of robot control skills	Many robot manipulator tasks are difficult to model explicitly and it is difficult to design and program automatic control algorithms for them. The development, improvement, and application of learning techniques taking advantage of sensory information would enable the acquisition of new robot skills and avoid some of the difficulties of explicit programming. In this paper we use a reinforcement learning approach far on-line generation of skills for control of robot manipulator systems. Instead of generating skills by explicit programming of a perception to action mapping they are generated by trial and error learning, guided by a performance evaluation feedback function. The resulting system may be seen as an anticipatory system that constructs an internal representation model of itself and of its environment. This enables it to identify its current situation and to generate corresponding appropriate commands to the system in order to perform the required skill. The method was applied to the problem of learning a force control skill in which the tool-tip of a robot manipulator must be moved from a free space situation, to a contact state with a compliant surface and having a constant interaction force.		Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Arend2022	MLPro - An integrative middleware framework for standardized machine learning tasks in Python	In recent years, many powerful software packages have been released on various aspects of machine learning (ML). However, there is still a lack of holistic development environments for the standardized creation of ML applications. The current practice is that researchers, developers, engineers and students have to piece together functionalities from several packages in their own applications. This prompted us to develop the integrative middleware framework MLPro that embeds flexible and recombinable ML models into standardized processes for training and real operations. In addition, it integrates numerous common open source frameworks and thus standardizes their use. A meticulously designed architecture combined with a powerful foundation of overarching basic functionalities ensures maximum recombinability and extensibility. In the first version of MLPro, we provide sub-frameworks for reinforcement learning (RL) and game theory (GT).	https://dx.doi.org/10.1016/j.simpa.2022.100421	Excluded	conflict_resolution	E1: Does not define or use a RL method,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E1: Does not define or use a RL method,E3: Only conceptual results are reported,E2: Software engineering is not the problem RL is used for	6
RL4SE	Arend2022a	MLPro emdash An integrative middleware framework for standardized machine learning tasks in Python[Formula presented]		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138322283&doi=10.1016\%2fj.simpa.2022.100421&partnerID=40&md5=d1e8b02f34263a10e0f48c7b0576fa79	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E5: Other not a paper,E3: Only conceptual results are reported,E2: Software engineering is not the problem RL is used for,E1: Does not define or use a RL method	6
RL4SE	Arif2022	A smart reactive jamming approach to counter reinforcement learning-based antijamming strategies in GEO SATCOM scenario	Reinforcement learning (RL) is being considered for future SATCOM systems due to its inherent capability to self-learn the optimum decision-making policy under different scenarios. This capability enables SATCOM systems to manage their resources judiciously and mitigate jamming attacks autonomously without prior jammer type classification. We propose a novel smart reactive SATCOM jamming approach that would not only counter these RL based anti-jamming strategies but would also be effective against conventional anti-jamming schemes, that is, FHSS and DSSS. The proposed jamming approach exploits the limitations in learning patterns of Q-learning-based RL agent and achieves effective jamming while conserving considerable amount of jamming power. To achieve this, we propose an intelligent jamming engine (IJE) along with few potent jamming algorithms and evaluate their performance in terms of throughput degradation of victim SATCOM link, jamming power conservation, and design complexity of the jammer. Software simulations successfully demonstrate the effectiveness of our proposed smart reactive jamming approach which outperforms the standard reactive jammer against RL-based antijamming schemes.	https://dx.doi.org/10.1002/sat.1418	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E1: Does not define or use a RL method,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Arinze2020	Novel Scheme For Congestion Control In Cellular Networks Using Deep Reinforcement Learning And Markov Decision Process Models	This research deals with the general issue of quality of service (QoS) provisioning and resource utilization in telecommunication networks. The issue requires that mobile network income be optimized while simultaneously satisfying QoS constraints that prevent getting into specific states and utilization of specific actions. However, supporting QoS requirements of different traffic types is more complicated due to the need to minimize two performance indicators - the probability of discarding a handover call and the probability of hindering a new call. Several approaches proposed recently try to provide efficient model-based solution to the problem by formulating it as an average reward neuro-dynamic programming (NDP) optimization problem together with decomposition function, but this is limited by Bellman's curse of dimensionality. In this paper, we proposed a novel hybrid optimization scheme to address the problem using Deep Reinforcement Learning (DRL), Markov Decision Process (MDP) and adaptive joint call admission control (AJCAC) respectively. In the proposed scheme, two classes of arrival traffic at the base station (BS) are considered; voice (real-time) and data (non-real-time) calls. Furthermore, traffic is classified as new and handoff according to the type of request. The scheme introduces an adaptive threshold value, which dynamically adjusts the network resources under high traffic intensity. In addition, the scheme introduces a learning agent whose state is described by an MDP. The MATLAB version 2010 software, OMNET++ simulator and SPSS will be used for data, numerical, algorithm simulation and modeling. Data analysis and simulation results will be carried out for performance evaluation of the proposed DQL-AJCAC scheme against existing models.	https://dx.doi.org/10.1109/ICMCECS47690.2020.247001	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Armstrong2006	Dynamic Algorithm Selection Using Reinforcement Learning	It is often the case that many algorithms exist to solve a single problem, each possessing different performance characteristics. The usual approach in this situation is to manually select the algorithm which has the best average performance. However, this strategy has drawbacks in cases where the optimal algorithm changes during an invocation of the program, in response to changes in the program's state and the computational environment. This paper presents a prototype tool that uses reinforcement learning to guide algorithm selection at runtime, matching the algorithm used to the current state of the computation. The tool is applied to a simulation similar to those used in some computational chemistry problems. It is shown that the low dimensionality of the problem enables the optimal choice of algorithm to be determined quickly, and that the learning system can react rapidly to phase changes in the target program	https://dx.doi.org/10.1109/AIDM.2006.4	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Armstrong2008	Reinforcement learning for automated performance tuning: Initial evaluation for sparse matrix format selection	The field of reinforcement learning has developed techniques for choosing beneficial actions within a dynamic environment. Such techniques learn from experience and do not require teaching. This paper explores how reinforcement learning techniques might be used to determine efficient storage formats for sparse matrices. Three different storage formats are considered: coordinate, compressed sparse row, and blocked compressed sparse row. Which format performs best depends heavily on the nature of the matrix and the computer system being used. To test the above a program has been written to generate a series of sparse matrices, where any given matrix performs optimally using one of the three different storage types. For each matrix several sparse matrix vector products are performed. The goal of the learning agent is to predict the optimal sparse matrix storage format for that matrix. The proposed agent uses five attributes of the sparse matrix: the number of rows, the number of columns, the number of non-zero elements, the standard deviation of non-zeroes per row and the mean number of neighbours. The agent is characterized by two parameters: an exploration rate and a parameter that determines how the state space is partitioned. The ability of the agent to successfully predict the optimal storage format is analyzed for a series of 1,000 automatically generated test matrices.	https://dx.doi.org/10.1109/CLUSTR.2008.4663802	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Arslan2022	Actor-critic reinforcement learning for bidding in bilateral negotiation		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139306597&doi=10.55730\%2f1300-0632.3899&partnerID=40&md5=b0cc57d23699d598e930ebe41693636b	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Arza2022	Comparing Two Samples Through Stochastic Dominance: A Graphical Approach	Nondeterministic measurements are common in real-world scenarios: the performance of a stochastic optimization algorithm or the total reward of a reinforcement learning agent in a chaotic environment are just two examples in which unpredictable outcomes are common. These measures can be modeled as random variables and compared among each other via their expected values or more sophisticated tools such as null hypothesis statistical tests. In this article, we propose an alternative framework to visually compare two samples according to their estimated cumulative distribution functions. First, we introduce a dominance measure for two random variables that quantifies the proportion in which the cumulative distribution function of one of the random variables scholastically dominates the other one. Then, we present a graphical method that decomposes in quantiles (i) the proposed dominance measure and (ii) the probability that one of the random variables takes lower values than the other. With illustrative purposes, we reevaluate the experimentation of an already published work with the proposed methodology and we show that additional conclusions-missed by the rest of the methods-can be inferred. Additionally, the software package RVCompare was created as a convenient way of applying and experimenting with the proposed framework.	https://dx.doi.org/10.1080/10618600.2022.2084405	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E1: Does not define or use a RL method,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E1: Does not define or use a RL method	6
RL4SE	Arzymatov2020	SANgo: a storage infrastructure simulator with reinforcement learning support	We introduce SANgo (Storage Area Network in the Go language)-a Go-based package for simulating the behavior of modern storage infrastructure. The software is based on the discrete-event modeling paradigm and captures the structure and dynamics of high-level storage system building blocks. The flexible structure of the package allows us to create a model of a real storage system with a configurable number of components. The granularity of the simulated system can be defined depending on the replicated patterns of actual system behavior. Accurate replication enables us to reach the primary goal of our simulator-to explore the stability boundaries of real storage systems. To meet this goal, SANgo offers a variety of interfaces for easy monitoring and tuning of the simulated model. These interfaces allow us to track the number of metrics of such components as storage controllers, network connections, and harddrives. Other interfaces allow altering the parameter values of the simulated system effectively in real-time, thus providing the possibility for training a realistic digital twin using, for example, the reinforcement learning (RL) approach. One can train an RL model to reduce discrepancies between simulated and real SAN data. The external control algorithm can adjust the simulator parameters to make the difference as small as possible. SANgo supports the standard OpenAI gym interface; thus, the software can serve as a benchmark for comparison of different learning algorithms.	https://www.ncbi.nlm.nih.gov/pubmed/33816922	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Asadpour2004	Compact Q-learning optimized for micro-robots with processing and memory constraints	Scaling down robots to miniature size introduces many new challenges including memory and program size limitations, low processor performance and low power autonomy. In this paper we describe the concept and implementation of learning of a safe-wandering task with the autonomous micro-robots, Alice. We propose a simplified reinforcement learning algorithm based on one-step Q-learning that is optimized in speed and memory consumption. This algorithm uses only integer-based sum operators and avoids floating-point and multiplication operators. Finally, quality of learning is compared to a floating-point based algorithm. (C) 2004 Elsevier B.V. All rights reserved.	https://dx.doi.org/10.1016/j.robot.2004.05.006	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Asteroth1992	TRACKING AND GRASPING OF MOVING-OBJECTS - A BEHAVIOR-BASED APPROACH	Behaviour-based robotics (cf. Brooks [2]) has mainly been applied to the domain of autonomous systems and mobile robots. In this paper we show how this approach to robot programming can be used to design a flexible and robust controller for a five degrees of freedom (DOF) robot arm. The implementation of the robot controller to be presented features the sensor and motor patterns necessary to tackle a problem we consider to be hard to solve for traditional controllers. These sensor and motor patterns are linked together forming various behaviours. The global control structure based on Brooks' subsumption architecture will be outlined. It coordinates the individual behaviours into goal-directed behaviour of the robot without the necessity to program this emerging global behaviour explicitly and in advance. To conclude, some shortcomings of the current implementation are discussed and future work, especially in the field of reinforcement learning of individual behaviours, is sketched.		Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Asteroth1992a	Tracking and grasping of moving objects endash a behaviour-based approach endash		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85029539075&doi=10.1007\%2fbfb0024971&partnerID=40&md5=386c16b30eb7eb419da2415c58ce8653	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E5: Other not a paper,E2: Software engineering is not the problem RL is used for	6
RL4SE	Auer2011	Invited talk: UCRL and autonomous exploration		https://doi.org/10.1007/978-3-642-29946-9_1	Excluded	new_screen	E5: Other not a paper,E5: Other not a paper,E5: Other not a paper,E5: Other not a paper,E5: Other not a paper,E5: Other not a paper	6
RL4SE	Aumjaud2021	rl_reach: Reproducible reinforcement learning experiments for robotic tasks	Training reinforcement learning agents at solving a given task is highly dependent on identifying optimal sets of hyperparameters and selecting suitable environment input/output configurations. This tedious process could be eased with a straightforward toolbox allowing its user to quickly compare different training parameter sets. We present rl_reach, a self-contained, open-source and easy-to-use software package designed to run reproducible reinforcement learning experiments for customisable robotic reaching tasks. rl_reach packs together training environments, agents, hyperparameter optimisation tools and policy evaluation scripts, allowing its users to quickly investigate and identify optimal training configurations. rl_reach is publicly available at this URL: https://github.com/PierreExeter/rl_reach.	https://dx.doi.org/10.1016/j.simpa.2021.100061	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Aumjaud2021a	rl_reach: Reproducible reinforcement learning experiments for robotic reaching tasks[Formula presented]		https://www.scopus.com/inward/record.uri?eid=2-s2.0-85115865247&doi=10.1016\%2fj.simpa.2021.100061&partnerID=40&md5=32582555c93ccc79f4052767a1241dc0	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E5: Other not a paper,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Aung2010	Reinforcement learning using voronoi space division			Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Aunger2016	Behaviour Centred Design: towards an applied science of behaviour change	Behaviour change has become a hot topic. We describe a new approach, Behaviour Centred Design (BCD), which encompasses a theory of change, a suite of behavioural determinants and a programme design process. The theory of change is generic, assuming that successful interventions must create a cascade of effects via environments, through brains, to behaviour and hence to the desired impact, such as improved health. Changes in behaviour are viewed as the consequence of a reinforcement learning process involving the targeting of evolved motives and changes to behaviour settings, and are produced by three types of behavioural control mechanism (automatic, motivated and executive). The implications are that interventions must create surprise, revalue behaviour and disrupt performance in target behaviour settings. We then describe a sequence of five steps required to design an intervention to change specific behaviours: Assess, Build, Create, Deliver and Evaluate. The BCD approach has been shown to change hygiene, nutrition and exercise-related behaviours and has the advantages of being applicable to product, service or institutional design, as well as being able to incorporate future developments in behaviour science. We therefore argue that BCD can become the foundation for an applied science of behaviour change.	https://www.scopus.com/inward/record.uri?eid=2-s2.0-84982279417&doi=10.1080\%2f17437199.2016.1219673&partnerID=40&md5=1675458abbfb3683d537a51f5f46c0d7	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Ayimba2021	SQLR: Short-Term Memory Q-Learning for Elastic Provisioning	As a growing number of service and application providers choose cloud networks to deliver their services on a software-as-a-service (SaaS) basis, cloud providers need to make their provisioning systems agile enough to meet service level agreements (SLAs). At the same time, they should guard against over-provisioning, which limits their capacity to accommodate more tenants. To this end, we propose Shortterm memory Q-Learning pRovisioning (SQLR, pronounced as ``scaler''), a system employing a customized variant of the modelfree reinforcement learning algorithm. It can reuse contextual knowledge learned from one workload to optimize the number of virtual machines (resources) allocated to serve other workload patterns. With minimal overhead, SQLR achieves comparable results to systems where resources are unconstrained. Our experiments show that we can reduce the amount of provisioned resources by about 20\% with less than 1\% overall service unavailability (due to blocking), while delivering similar response times to those of an over-provisioned system.	https://dx.doi.org/10.1109/TNSM.2021.3075619	Included	conflict_resolution		6
RL4SE	Baccour2020	RL-OPRA: Reinforcement Learning for Online and Proactive Resource Allocation of crowdsourced live videos	With the advancement of rich media generating devices, the proliferation of live Content Providers (CP), and the availability of convenient internet access, crowdsourced live streaming services have witnessed unexpected growth. To ensure a better Quality of Experience (QoE), higher availability, and lower costs, large live streaming CPs are migrating their services to geo-distributed cloud infrastructure. However, because of the dynamics of live broadcasting and the wide geo-distribution of viewers and broadcasters, it is still challenging to satisfy all requests with reasonable resources. To overcome this challenge, we introduce in this paper a prediction driven approach that estimates the potential number of viewers near different cloud sites at the instant of broadcasting. This online and instant prediction of distributed popularity distinguishes our work from previous efforts that provision constant resources or alter their allocation as the popularity of the content changes. Based on the derived predictions, we formulate an Integer-Linear Program (ILP) to proactively and dynamically choose the right data center to allocate exact resources and serve potential viewers, while minimizing the perceived delays. As the optimization is not adequate for online serving, we propose a real-time approach based on Reinforcement Learning (RL), namely RL-OPRA, which adaptively learns to optimize the allocation and serving decisions by interacting with the network environment. Extensive simulation and comparison with the ILP have shown that our RL-based approach is able to present optimal results compared to heuristic-based approaches. (c) 2020 The Authors. Published by Elsevier B.V. This is an open access article under the CC BY license (http://creativecommons.org/licenses/by/4.0/).	https://dx.doi.org/10.1016/j.future.2020.06.038	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Backeus2005	Impact of climate change uncertainty on optimal forest management policies at stand level			Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Badica2017	Integration of Jason Reinforcement Learning Agents into an Interactive Application	The context of this paper is research on the application of agent-oriented programming to experiment with reinforcement learning algorithms. Traditionally, reinforcement learning fits well within the theory of agent systems. Nevertheless, most experimental approaches employ standard software engineering tools, rather than specific agent-oriented technologies developed within the agent community. The goal of our work is to stimulate synergies and development of agent-oriented programming technologies to better fit the context of agent systems research. In particular in this paper we focus on the development of an experimental interactive application that incorporates reinforcement learning agents created using the Jason agent-oriented programming language.	https://dx.doi.org/10.1109/SYNASC.2017.00065	Excluded	conflict_resolution	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Baek2019	Managing Fog Networks using Reinforcement Learning Based Load Balancing Algorithm	The powerful paradigm of Fog computing is currently receiving major interest, as it provides the possibility to integrate virtualized servers into networks and brings cloud service closer to end devices. To support this distributed intelligent platform, Software-Defined Network (SDN) has emerged as a viable network technology in the Fog computing environment. However, uncertainties related to task demands and the different computing capacities of Fog nodes, inquire an effective load balancing algorithm. In this paper, the load balancing problem has been addressed under the constraint of achieving the minimum latency in Fog networks. To handle this problem, a reinforcement learning based decision-making process has been proposed to find the optimal offloading decision with unknown reward and transition functions. The proposed process allows Fog nodes to offload an optimal number of tasks among incoming tasks by selecting an available neighboring Fog node under their respective resource capabilities with the aim to minimize the processing time and the overall overloading probability. Compared with the traditional approaches, the proposed scheme not only simplifies the algorithmic framework without imposing any specific assumption on the network model but also guarantees convergence in polynomial time. The results show that, during average delays, the proposed reinforcement learning-based offloading method achieves significant performance improvements over the variation of service rate and traffic arrival rate. The proposed algorithm achieves 1.17\%, 1.02\%, and 3.21\% lower overload probability relative to random, least-queue and nearest offloading selection schemes, respectively.	https://dx.doi.org/10.1109/WCNC.2019.8885745	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Baez2013	Application of an educational strategy based on a soccer robotic platform	In this paper we describe the design and implementation of an educational methodology based on a robotic platform used for the small size league (SSL) challenge of the RoboCup initiative. The methodology is based on three main aspects of the learning process, namely classical conditioning, reinforcement learning and cognitive learning. This is achieved through the combination of robotic concepts applied to the soccer problem; a highly interesting topic to the students, together with skill oriented modules. We show practical results achieved after applying this methodology in specific courses in an undergraduate electrical engineering program. Our initial results demonstrate that it is possible to attain significantly better results in terms of learnt concepts and motivation when using our robotic soccer based strategy.	https://dx.doi.org/10.1109/ICAR.2013.6766533	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Bag2019	A combined reinforcement learning and sliding mode control scheme for grid integration of a PV system	The paper presents development of a reinforcement learning (RL) and sliding mode control (SMC) algorithm for a 3-phase PV system integrated to a grid. The PV system is integrated to grid through a voltage source inverter (VSI), in which PV-VSI combination supplies active power and compensates reactive power of the local non-linear load connected to the point of common coupling (PCC). For extraction of maximum power from the PV panel, we develop a RL based maximum power point tracking (MPPT) algorithm. The instantaneous power theory (IPT) is adopted for generation reference inverter current (RIC). An SMC algorithm has been developed for injecting current to the local non-linear load at a reference value. The RL-SMC scheme is implemented in both simulation using MATLAB/SIMULINK software and on a prototype PV experimental. The performance of the proposed RL-SMC scheme is compared with that of fuzzy logic-sliding mode control (FL-SMC) and incremental conductance-sliding mode control (IC-SMC) algorithms. From the obtained results, it is observed that the proposed RL-SMC scheme provides better maximum power extraction and active power control than the FL-SMC and IC-SMC schemes.	https://dx.doi.org/10.17775/CSEEJPES.2017.01000	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Bahamid2022	A review on crowd analysis of evacuation and abnormality detection based on machine learning systems	Human crowds have become hotspot research, particularly in crowd analysis to ensure human safety. Adaptations of machine learning (ML) approaches, especially deep learning, play a vital role in the applications of evacuation, detection, and prediction pertaining to crowd analysis. Further development in the analysis of crowd is needed to understand human behaviors due to the fast growth of crowd in urban megacities. This article presents a comprehensive review of crowd analysis ML-based systems, where it is categorized with respect to its purposes, viz. crowd evacuation that provides efficient evacuation routes, abnormality detection that could detect the occurrence of any irregular movement or behavior, and crowd prediction that could foresee the occurrence of any possible disasters or predict pedestrian trajectory. Moreover, this article reviews the applied techniques of machine learning with a brief discussion on the used software and simulation platforms. This work also classifies crowd evacuation into data-driven methods and goal-driven learning methods that have attracted significant attention due to their potential to adopt virtual agents with learning capabilities. This review finds that convolutional neural networks and recurrent neural networks have shown superiority in abnormality detection and prediction, whereas deep reinforcement learning has shown potential performance in the development of human level capacities of reasoning. These three methods contribute to the modeling and understanding of pedestrian behavior and will enhance further development in crowd analysis to ensure human safety.	https://dx.doi.org/10.1007/s00521-022-07758-5	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
RL4SE	Bahr2019	Development and Validation of Active Roll Control based on Actor-critic Neural Network Reinforcement Learning		https://doi.org/10.5220/0007787400360046	Excluded	new_screen	E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for,E2: Software engineering is not the problem RL is used for	6
